text,no_char,transformed_text
Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,154,urgent pleas call 09066612661 landlin cash luxuri 4 canari island holiday await collect cs sae award 20m12aq 150ppm
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",166,urgent pleas call 09066612661 landlin complimentari 4 lux costa del sol holiday cash await collect ppm 150 sae cs jame 28 eh74rr
I havent lei.. Next mon can?,28,havent lei next mon
Mm feeling sleepy. today itself i shall get that dear,53,mm feel sleepi today shall get dear
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,82,dare stupid wont tell anyth hear wont talk
Do Ì_ noe if ben is going?,26,noe ben go
Can you do a mag meeting this avo at some point?,48,mag meet avo point
I meant middle left or right?,29,meant middl left right
Really? I crashed out cuddled on my sofa.,41,realli crash cuddl sofa
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,99,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu
"I sent you the prices and do you mean the  &lt;#&gt; g,",55,sent price mean lt gt g
Nothing. Can...,15,noth
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,119,work ring u thing whole hous scream brat pull hair love u
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,154,famili respond anyth room went home diwali one call come make feel like die
"Tick, tick, tick ... Babe",25,tick tick tick babe
R Ì_ going 4 today's meeting?,29,r go 4 today meet
K da:)how many page you want?,29,k da mani page want
Ya had just now.onion roast.,28,ya roast
Send his number and give reply tomorrow morning for why you said that to him like that ok,89,send number give repli tomorrow morn said like ok
You said not now. No problem. When you can. Let me know.,56,said problem let know
Ok but tell me half an hr b4 u come i need 2 prepare.,53,ok tell half hr b4 u come need 2 prepar
Play w computer? Aiyah i tok 2 u lor?,37,play w comput aiyah tok 2 u lor
Sat right? Okay thanks... ,26,sat right okay thank
"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",129,derp wors dude alway want parti dude file complaint three drug abus live
Ok Chinese food on its way. When I get fat you're paying for my lipo.,69,ok chines food way get fat pay lipo
We r outside already.,21,r outsid alreadi
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,89,good trip watch rememb get back must decid easter
Yo we are watching a movie on netflix,37,yo watch movi netflix
What time. IÛ÷m out until prob 3 or so,39,time prob 3
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",102,meh thgt clash realli ah dun mind dun seen lost weight gee
ARR birthday today:) i wish him to get more oscar.,50,arr birthday today wish get oscar
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",200,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay
 and  picking them up from various points,41,pick variou point
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,155,marri local women look discreet action 5 real match instantli phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
Wow v v impressed. Have funs shopping!,38,wow v v impress fun shop
I am on the way to ur home,26,way ur home
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,141,burger king wan na play footi top stadium get 2 burger king 1st sept go larg super walk winner
No problem. Talk to you later,29,problem talk later
Then ur sis how?,16,ur si
Still in customer place,23,still custom place
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,124,come take littl time child afraid dark becom teenag want stay night
"Dude u knw also telugu..thts gud..k, gud nyt..",46,dude u knw also telugu tht gud k gud nyt
We confirm eating at esplanade?,31,confirm eat esplanad
Send me your id and password,28,send id password
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,118,kind took garag centr part exhaust need replac part order n take fix tomo morn
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",124,ur chanc win cash everi wk txt action c custcar 08712405022
Well I might not come then...,29,well might come
Long after I quit. I get on only like 5 minutes a day as it is.,63,long quit get like 5 minut day
Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,106,like call mittelschmertz googl dont paracetamol dont worri go
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,121,well right gon na get check today steam text want come get
"Just arrived, see you in a couple days &lt;3",44,arriv see coupl day lt 3
"K, wat s tht incident?",22,k wat tht incid
Yeah get the unlimited,22,yeah get unlimit
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,116,cthen thk shd b enuff still got conclus n content pg n refer b da content pg n cover pg
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",78,forgot take 3 year shower sorri phone dead yet
ÌÏ got wat to buy tell us then Ì_ no need to come in again.,59,ìï got wat buy tell us need come
When you are big..| God will bring success.,43,big god bring success
UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,131,bin award play 4 instant cash call 08715203028 claim everi 9th player win min optout 08718727870
"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",124,r stayin extra week back next rugbi weekend hi c u soon ham
Not from this campus. Are you in the library?,45,campu librari
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",142,affidavit say lt gt e twigg st divis g courtroom lt gt lt time gt doubl check text tomorrow
How will I creep on you now? ;_;,32,creep
If I get there before you after your ten billion calls and texts so help me god,79,get ten billion call text help god
I've told him that i've returned it. That should i re order it.,63,told return order
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",155,murder coz man murder lt gt th januari public holiday close includ post offic
Depends on where u going lor.,29,depend u go lor
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,145,smile right go world wonder smile think crazi keep away grin
FreeMsg>FAV XMAS TONES!Reply REAL,33,freemsg fav xma tone repli real
Lil fever:) now fine:),22,lil fever fine
I think it's all still in my car,32,think still car
Can a not?,10,
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,158,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free 08002986906
Yes princess! I want to catch you with my big strong hands...,61,ye princess want catch big strong hand
Oh yeah I forgot. U can only take 2 out shopping at once.,57,oh yeah forgot u take 2 shop
Mm so you asked me not to call radio,36,mm ask call radio
Thinkin about someone is all good. No drugs for that,52,thinkin someon good drug
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",133,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli
"Alright if you're sure, let me know when you're leaving",55,alright sure let know leav
Some are lasting as much as 2 hours. You might get lucky.,57,last much 2 hour might get lucki
Genius what's up. How your brother. Pls send his number to my skype.,68,geniu brother pl send number skype
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",160,gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca pobox365o4w45wq 300p
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,123,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,111,forget own privat properti good boy alway passion kiss
INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,137,interflora åòit late order interflora flower christma call 0800 505060 place order midnight tomorrow
Oh god..taken the teeth?is it paining,37,oh god taken teeth pain
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,152,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin
Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,74,u ask darren go n pick u lor oso sian tmr haf 2 meet lect
No need to buy lunch for me.. I eat maggi mee..,47,need buy lunch eat maggi mee
"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",158,congratul thank good friend u xma prize 2 claim easi call 08712103738 10p per minut
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",149,oh right make sure load work day got realli nasti cough today dri n shot realli help
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,160,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
